full_text,class
porque las señoritas que atienden se equivocan en sus baucher,negativo
porque hay poco personal atendiendo al publico esto lo he percibido en las dos ultimas veces que he ido la semana pasada habian dos personas atendiendo y dos con el cartel que decia que pasaran a la otra caja o algo asi y ellas estaban escribiendo o sacando cuentas no se pero a la misma vez y con tanto cliente no me parece  por lo demas el trato fue amable pero el fin no justifica los medios igual fue el dia miercoles habia una persona mas en atencion a mayores y discapacitados y dos jovenes dejaron sus ventanillas y se fueron al mismo tiempo,negativo
que cuando hay cola fuera de la entidad hacen esperar a los clientes de banca exclusiva como es mi caso no habiendo cola en dicha fila deberian hacernos pasar,neutro
percibo un cambio en la actitud de los cajeros en comparacion con hace digamos un año atras son cordiales pero parecen menos profesionales que antes   no se explicarme bien cumplen pero antes el personal era excelente ahora estan bien menos profesionales,neutro
con la señorita que me atendio fue muy amable totalmente satisfecha  pero cuando se trato del a llamada que hice para desafiliarme al seguro eso me dejo tranquila para el momento pero da la casualidad que al dia siguiente   usan mi tarjeta via web  y con eso dan a entender que sino estamos con sus seguros esas cosas nos puede pasar,negativo
ninguna,neutro
la atencion de be ser mas rapida,neutro
ise una solisitud de targeta de creditoy sali rechasadoy no entiendo el por que ya que no me dieron explicacion el por queya que yo trabajo en una empresa grande y estoy sobre el sueldo minimo gano  veces mas y tengo casi un año allipero la ,neutro
porque mi novia se acerco a cancelar una cuota del credito que tengo con ustedes y cuando va cancelar le indican que deberia tener el numero del credito y no querian aceptar que paguenos mi novia de acerco con m dni,negativo
que si el horario de atencion es hasta las pm todos los tramites se puedan hacer hasta esa hora y que contesten el telefono,neutro
mayor agilidad en la atencion de ventanillas,neutro
como en todas las agencias la demora pocas cajeras el mal trato etc etc etc,negativo
yo acudi por que necesitaba obtener una tarjeta nueva lo cual me tomo menos  min cuando llegue a la plataforma sin embargo espere mas de una hora para que atendieran a  personas que estaban delante mio lo que debio ser un tramite sencillo se convirtio en algo estresante,negativo
en ventanilla  celeridad en atencion a clientes clasificar por tipo de gestion podria ser  generalmente cuando visito el banco es para realizar pagos de tarjeta y otros gestiones cortas  hay clientes que se demoran min para ese tipo de clientes un,neutro
que se organicen mejor para atender mas rapido a los clientes es incomodo escuchar que el vigilante diga  tienen que hacer cola por que el sistema esta lento  ademas el personal de ustedes no es nada amable observe como tratan mal con algo de arroganc,neutro
amabilidad  e informacion,neutro
porque fui ha consultar sobre mi estado de cta que me estaban cobrando intereses y membresia y tanto la srta de plataforma como la encargada no me dieron solucion al reclamoen pocas palabras  les pediria q capaciten mas a su personal para q no den respuestas tontas sin sentido  muy decepcionada de la agencia de arriola,negativo
estoy sastifecho,neutro
deberian organizar mejor el horario del personal de ventanilla dado que en la hora de almuerzo muchos aprovechamos en realizar pagos yo transferencias podrian el personal cerrar su ventanilla cuando otro abre con la finalidad que el cliente yo usuario ,neutro
porque yo siendo cliente del banco se demoraron en atenderme dieron preferencia a personas que no son clientes y eso sin contar que la cantidad de cajeros no era la adecuada,negativo
los jovenes cajeros se dejan sorprender por personas que hacen fila en banca exclusiva y despues muestran una tarjeta bcp comun no estoy de acuerdo que uno respete la fila y otros se hagan los vivos por ahorrar tiempo y los empleados acepten esto,neutro
la primera señorita se equivoco al generarme la cuenta puesto que le indique que era en dolares cuando fuia depositar me dijeron que me habian creado en soles por lo que regrese a plataforma y la señorita ya habia salido otra señorita lo corrigio y ya ,neutro
demora personal no capacitado,negativo
q funcione el cajero automatico no hay dinero,neutro
esta muy lleno las colas son infinitas esta sucio realmente es horrible,negativo
si bien es cierto que generalmente se recibe buena atencion esa fecha abrieron las puertas con  minutos de retraso sin dar ninguna explicacion ni disculpas  luego ventanilla seguia cerrado hasta las  am,negativo
demasiado tiempo de espera de  asesores de plataforma atendia solo ,negativo
rapidez de atencion,neutro
no me dieron solucion a mi problema,negativo
atencion rapida,neutro
mas cajeros,neutro
que hagan respetar la cola de los clientes,neutro
fui a cambiar mi tarjeta de bcp lanpass a la clasica y me dijeron que por desactivar bcp lanpass me iban a cobrar s  me parece una exageracion,negativo
porque quedaron en comunicarse conmigo ala brevedad y hasta el momento no lo han hecho,negativo
al momento en que llegue no habia cajero para banca exclusiva y la atencion fue mas lenta que de costumbre luego abrieron una ventanilla y la atencion fue mas fluida deberia haber una ventanilla para banca exclusiva siempre activa,neutro
la verdad que la gestion realizada fue algo sencillo por lo cual no sabria que indicar para calificarlos mas,neutro
espere mas de  minutos para atenderme en la fila de clientes y la fila de no clientes avanzo mas rapido,neutro
personal mejor capacitado cajeros todos funcionando el aire acondicionado muy fuerte,neutro
la buena actitud del personal  algunos no estan motivados y demuestran desgano y no son corteses,neutro
mala atencion,negativo
no obstante haber solicitado que el estado de cuenta de mi tarjeta de credito me envien a mi correo no lo han hecho y con ello me causan problema para hacer mis pagossin embargo  me envia un aviso indicando que se ha vencido la deuda y con pago de moras ,neutro
mayor agilidad por parte del personal para la atencion al usuario y cliente,neutro
un servicio de atencion un poco mas rapida,neutro
rapidez en las cajas,neutro
que la atencion al cliente sea mas rapida,neutro
poco personal de atencion en las ventanillas,negativo
una mejor orientacion mas calida y reducir tiempos de espera en plataforma,neutro
estaba seguro de poder contar con el apoyo financiero del bcp pero no se pudo,negativo
porque no me ayudaron en solucionar el tema del debito de mi cuenta de ahorros y se debitaron  montos y eso me pone incomodo,negativo
creo que la atencion es normal y no claramente debo indicar que estoy totalmente satisfecho  gracias,neutro
tener una informacion mas clara sobre el cobro de la membrecilla   tengo entendido que el consumo minimo mensual en mi caso es de s  mensual lo que significa que al año deberia tener un consumo minimo de s   en mi caso creo que en estos ,neutro
poruqe para un tramite hice cola en ventanilla de  minutos en cola de clientes y pregunte si puedo retirar dinero como credito de mi tarjeta y que tenia que ponerlo en cuotas me respondieron que no se realiza dicho tramite y que tendria que llamar bcp en linea pase al telefono y despues de  minutos me respondieron que tenia que acercarme a plataforma hice mi cola en plataforma  minutos para que atiendan no habia liena de internet para verificar mis datos y tenian que ir a otra computadora y para ver cuanto pueden darme como credito se demoraron un promedio de  minutos no es posible que para ese dato haya estado una hora en el banco muy mal,negativo
porque no sabes explicar y me han descontado por retirar un dinero de deposito a mi cuenta bancaria creada recientemente la suma que supera los  nuevos soles yo creia que los retiros por depositos bancarios eran comodos pero me resulto muy caro por eso he cancelado mi cuenta,negativo
que los funcionarios de plataforma san mas rapidos en los tiempos de atencion o sea que los espacios o tiempos de espera  no sean muy largos,neutro
no me solucionaron mi problema,negativo
que todas las ventanillas atiendan y dejen de conversar,neutro
falto que el personal sea mas accesible con algunas cosas me den facilidades para algunos documentos,neutro
porque quien me atendio me trato de manera desinteresada como apurada por terminar con mi atencion,negativo
bien la señorita que me atendio conversaba de otros tema con su compañero y no me senti tan comoda pero en realidad no es mala la atencion ,neutro
no hay una verificacion del cliente banca exclusiva solo les indican a los clientes que no se paren alli para la proxima y como ya llego alli los atienden y los billetes de dolares que dispensa el cajero estan muy deteriorados,neutro
mejor atencion en ventanillas  mas rapides,neutro
mayor coordialidad y un ambiente de energias positivas,neutro
la cola avanza lento,negativo
solo estaban atendiendo  cajas,neutro
por que no hubo buena atencion en cuanto al orden no se respeto el orden del ticket,negativo
cafe o te gratis para los clientes mientras uno espera a ser atendido,neutro
que los cambios de clave del duplicado de las tarjetas se hagan en los misma plataforma ya que se les envia a los cajeros automaticos y al parecer estas maquinas no logran efectuar en cambio de clave solicitado,neutro
vean la manera de atender mas rapido para que los clientes no se incomoden,neutro
no resolvieron en la totalidad mis solicitud,negativo
en cada visita experimento una discriminacion basada en el poder economico del cliente a mas plata todas las ventanillas lo atienden deberian ser por orden de llegada el que no es cliente lo sufre peor,negativo
la respuesta del reclamo que hice en esa oportunidad,neutro
